α,nDCG@10,Recall@10,Recall@100,MRR
0.1,0.5248302802065152,0.6412255820836625,0.9332848263614839,0.5583928049624087
0.2,0.5532804583090816,0.6682765774357629,0.9412642232307284,0.5860951939306429
0.3,0.5830364353242031,0.7014312297202492,0.9449162227045511,0.6160603644839238
0.4,0.6137446987752718,0.7391850006577216,0.9454428111023412,0.6426455017250973
0.5,0.6265625231948007,0.7477980027185827,0.9458173013680604,0.6576949493992448
0.6,0.6051350579098312,0.7289400267473475,0.9440418639831621,0.6354640937240716
0.7,0.5743300274458021,0.696273047662896,0.9439382728229412,0.6049360889719464
0.8,0.5384209061027844,0.6634208103130758,0.9416251479873715,0.5677810695680934
0.9,0.4996400212360438,0.6296877740506884,0.9350154564588266,0.5257064182683807
